Post,Link,Posting Date,Image,Reactions,Comments,Shares
MyAXA and Emma by AXA are back online! We appreciate your patience.,https://web.facebook.com//AXA.Philippines/photos/a.422772563147/10157073220323148/?type=3&__xts__%5B0%5D=68.ARDi8l8YZCyyLygKwH170qWijrAEwhRob_7Om8saBhodOigptyT4tunS-91AwH2fMzpiE7QTaSInjmHzRtwfmE6QcA43pMmyBBNR50pGv2tHQy_zZNHZLJjtWgnA3t4mHI--LzEy2Ss2lh5RMRfzofsOhxFUI15qDfvguBUuoPOBBM8_DdK-Hk1AfX7_FFHU9B7wFL7bejT9g4BzjGhBBsy8z3O9vrA2otMg4za2EvT14ltgl1o7DBIV-PEYL3qNgusDxvRp_aJf14K-xuKC7HTdtr0I0ITLUv_RH08rI7n7c5Aa1kp1mJwy__iNJfrn-2r3q5KXOw2Mm3r0eS5S&__tn__=-R,2020-03-27 10:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/91013180_10157073220333148_5899492830685954048_o.jpg?_nc_cat=102&_nc_sid=8024bb&_nc_eui2=AeFE8FYjv_BPT8hyNA8nbm3BiXsiTw4IsJiJeyJPDgiwmAg-8doma0pD4aJF-RJ4UqPgIX60IUjH1JsUmjIn-qP0&_nc_ohc=U8BapRWSoiYAX9dXygF&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=0fcb92c2be733310cf64efd232b2cf3d&oe=5EB074DF,"{'Total': '376', 'Like': '317', 'Love': '51', 'Wow': '3'}","{'Jenafrille Daria': {'text': 'It is just a paper loss. This is true to all. The market crashed down due to the pandemic issue. Call your FA to enlighten you. Thanks! :)', 'post_date': '1585305845'}, 'Joyce Villariasa-Hernaez': {'text': 'i expected na mag down ang account value ko.. worldwide ba nmn ang fall ng stock market.. but im positive that the economy will bounce back and will just keep my policy as it is because it is for long term also and im after with the life insurance benefits..', 'post_date': '1585982014'}, 'Sammy Lim': {'text': 'They are back after you lose alot on your investment just not to let you suffer from anxiety so they dont want to let you see you are losing, ""only a paper lost""? thats the usual term for an investment agent. I almost lost my investment before it start…See More', 'post_date': '1585334264'}, 'Ira Aguilar Rozal': {'text': 'dko ma download ung app dito s UAE', 'post_date': '1585310449'}, 'Eurl Callada': {'text': 'Looks like it not good and practical to enroll AXA with these issues, ano ba benefits nito with those big money you invested and pulled out later?', 'post_date': '1585578256'}, 'Roy Raul Mendiola': {'text': 'Loading lang', 'post_date': '1585455522'}, 'Cen Tel Ley': {'text': 'finally', 'post_date': '1585306808'}, 'Erik Jan Lape Apartado': {'text': ""I'm still keeping my policies with AXA. This is for my long term goal and most especially for my protection. ;)"", 'post_date': '1585914223'}, 'Fernandez Perdiliza': {'text': 'But when I check my account I’m feel sad the savings is 50%down ,hope to recover soon ..😢I just pray that this crisis will be over soon.🙏', 'post_date': '1585415838'}, 'Sophie Lonogan': {'text': 'Thank you so much 😊 AXA Philippines.', 'post_date': '1585310121'}, 'Cora V. Ines': {'text': 'Good ngayon makapag check na ,sa paninigil ng premium Ang bilis nyo pero sa service so disappointing kayo', 'post_date': '1585304922'}, 'Maiah Daymiel': {'text': 'wala naman pinakita history view sa account value natin paano nag loss ng ganun kalaki para maunawaan nating lahat na mga policy holders...pag check ko kanina nag increase ng konti mga P500+ pero 16k+ yun loss sa account value..', 'post_date': '1585314030'}, 'JE RIel': {'text': 'True..', 'post_date': '1585311997'}, 'Ricky Suarez': {'text': ""Dear AXA,I just realized that I'm losing 440k from my investment! Since your myaxa was down for the past week, it's only now that I had access. During the stock free fall, you were too pre-occupied with the covid-19 neglecting your single-pay  invest…See More"", 'post_date': '1585479580'}, 'Roth Schneider': {'text': ""I thought life was so hard, But when I found out about binary, life became easy. Binary option trading is reliable when you invest with the right account manager like Mr Johnny Godfrey he's legit and reliable. I invested with him and got my withdrawal in just 7days. Mr Johnny Godfrey is 100% reliable. If you're interested you can contact him onhttps://www.facebook.com/Johnny.Godfrey.0"", 'post_date': '1585977202'}, 'Hameed Ansari': {'text': ""Binary option is an online forex trading (stocks, currencies and gold), it's one of the highest paid investment treasury in the world right now👇👇👇👇https://t.me/joinchat/AAAAAFgsO33fa5OMxX2XOwhttps://t.me/joinchat/AAAAAFgsO33fa5OMxX2XOw"", 'link': 'https://l.facebook.com/l.php?u=https%3A%2F%2Ft.me%2Fjoinchat%2FAAAAAFgsO33fa5OMxX2XOw%3Ffbclid%3DIwAR3lPZutMLDEVyhyv2IJiGvnK1nwX9VosNnidd8RRnvuZE0E0tO7r9GUHwA&h=AT1EcMC8PE0iihBUFeUVKiJDFKoNeIdpCfmmhw4c7QucbConv7M1_WXykx-Vi5EQEAlmnSNqBulW3svB9shrdXVnRA2udscwd1q9HCaELUZe2hY8H4wdIkFo0_gN9U8m6T00S6-2n25Uu7MCi-Dl2Q', 'post_date': '1586218039'}, 'Perla Bautista Jaro': {'text': 'is dr any.problem wdaza', 'post_date': '1585539735'}, 'Chazel Camille Belleza': {'text': 'Loading Lang po.', 'post_date': '1585368767'}}",143
Thank you to all our brave and selfless frontliners who are leading the fight against this pandemic! We are one with you and appreciate your efforts to keep everyone safe. Maraming salamat!,https://web.facebook.com//AXA.Philippines/photos/a.422772563147/10157072914828148/?type=3&__xts__%5B0%5D=68.ARAC3NqBwXcOIeXD0Aehz-oAbTJjUKbSuJ7K3B8yKgnwpjl_FFCe_eNgleYA5ekIssCe8T6ZokW1UUA99qFhoDoLvyjZga2MzUoKdC7ZNlNESo2RxEwJEPDUgEs0PIH_oogRVXvOpKN8HDkQwlT7sRsiF5ShxtKkWz_HrW2Y8SZ0iX2YY2FUddjhrkyQ0M_jnxuRqgnMMmwIm5SCRW_ZScV7APYFiwPsDuYSnKtDT6c3x_BBdLk0VeohVn18Xgjyri92nl0Re_eAn0aT9RX4yPduqaoPrieusEdWNMeE0egjGe2LqmC8dblLjhHTEfhIGLw5YARJR8FmW7fSaoJZ&__tn__=-R,2020-03-27 06:04:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/90819825_10157072914833148_8384256618308567040_n.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_eui2=AeFvWVkv_akcK_5S7K1QFSQKxsiIfSuWJLXGyIh9K5YktU0ElIGyeITMdoHks70UsJDwuNx5Gugzj47K2ho4URut&_nc_ohc=3DZAoOVeGyUAX9-mN1r&_nc_ht=scontent.fmnl5-1.fna&oh=8344ef9b677256813a1e632a5d620bbf&oe=5EB1B480,"{'Total': '429', 'Like': '327', 'Love': '102'}","{'Hannah Santos': {'text': 'Thank you and stay safe ♥️Sending our prayers 🙏', 'post_date': '1585289357'}, 'Veluz Niel': {'text': 'thank you to our selfless heroes, frontliners who keeps everything going for those whose staying home! Salute!', 'post_date': '1585358687'}, 'Rosalind Villamor': {'text': 'Thank u and stay safe ..God bless', 'post_date': '1585302838'}, 'Zeny Babas': {'text': 'Jesus...Josephn and Mary...always protect the from harm. Amen', 'post_date': '1585313610'}, 'Mis Vex Dom': {'text': 'Thank you and stay safe', 'post_date': '1585301594'}, 'Maryanne Seculles': {'text': 'Wala bang donate jan bigay Naman kahit isang kaban n bigas', 'post_date': '1585292135'}, 'Jhen C. Cruz': {'text': '🙏🙏🙏😷😷😷', 'post_date': '1585293843'}, 'Yam Mercado Domael': {'text': 'AXA is a private insurance hindi po charity para hingian nyo nang donation.Sa mga nagsasabi nang naloko sila ni axa baka di mo naintindihan ang product insurance na kinuha mo.…See More', 'post_date': '1585302373'}, 'Roth Schneider': {'text': ""I thought life was so hard, But when I found out about binary, life became easy. Binary option trading is reliable when you invest with the right account manager like Mr Johnny Godfrey he's legit and reliable. I invested with him and got my withdrawal in just 7days. Mr Johnny Godfrey is 100% reliable. If you're interested you can contact him onhttps://www.facebook.com/Johnny.Godfrey.0"", 'post_date': '1585977210'}, 'Mitch L. Bingayan': {'text': 'Sa dami NG naloko nyo magdonate din kayo...kahit Yung hulog nlng namin mga nauto nyo itulong nyo nlng', 'post_date': '1585299333'}}",351
Be on top of any situation and take note of these emergency hotlines.,https://web.facebook.com//AXA.Philippines/photos/a.10152010854733148/10157070027868148/?type=3&__xts__%5B0%5D=68.ARABvweTZxTwA3ie5fbaQqUmAN4uEeJpQSi-Fn-jLHF8JybWGKGNy84bJVEbvJ_Wsw0b2G-0Sek7IBCKg60x1huKnbrMnPy6WQCUslHjPyiNv9E6aq7j7dCKTNq5uzGFM97U5-pnKJDwLlJbBdmo_6cGfZKQJNLbph4iI81_Jq0AdFiBwF8EHmYo8C80J5JqWAiDvhHjPSythCO4ICH9CMI92PCY4xItuwPEbfXSGmmEYY10RBV_Gqvj9EaTvjYd7lNDlaw2y4JuBHLG64VHr2eDrAb6Gu_7b6n1jJuoDSjzUFGyNhhU_Ldr4PChFDrqWSfUXLfoj0iQUETqJX8Z&__tn__=-R,2020-03-26 11:31:12,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/91007079_10157070027873148_7290539648739180544_n.jpg?_nc_cat=104&_nc_sid=110474&_nc_eui2=AeEIIiujpcqpisQbAdbp3eSN-dsIRyST9i352whHJJP2LViNlsYiNxYOoG0nTWIvPoAgapAJFN_TxTMq_DwVmAhg&_nc_ohc=zD9Y_QFKRXUAX_LM16F&_nc_ht=scontent.fmnl5-1.fna&oh=53abc65931d5b26a2c16b6642d7826cc&oe=5EAFBE98,"{'Total': '227', 'Like': '201', 'Love': '26'}","{'Vinzen Leonardo Gonzales': {'text': 'how can i activate may axa card', 'post_date': '1585230158'}, 'Roth Schneider': {'text': ""I thought life was so hard, But when I found out about binary, life became easy. Binary option trading is reliable when you invest with the right account manager like Mr Johnny Godfrey he's legit and reliable. I invested with him and got my withdrawal in just 7days. Mr Johnny Godfrey is 100% reliable. If you're interested you can contact him onhttps://www.facebook.com/Johnny.Godfrey.0"", 'post_date': '1585977216'}}",211
"On March 11, the World Health Organization declared the COVID-19 disease a global pandemic, having reached over 100 countries.  We asked our investments team about the impact of this pandemic to the economy and what our clients can do during this period. For a more detailed discussion, contact your financial partner, or leave your questions in the comments section. Keep calm and stay safe!",https://web.facebook.com//AXA.Philippines/posts/10157069290858148?__xts__%5B0%5D=68.ARBRl3u71KaLDDWZaQcZR006ge5YHjNX2_maYQy1cNMRGo9f20O4i3Qw6rxAxcbw01f_8dbzeQo_yxEjrwbqY0U8zG-DKcuXexF30N9yVEwSaGptbKnMhv7khYlTlMoJYFBPIoMs20-Qd8ZMrlUG38GhdgouuBEVU4UgTs55iR3f0rM_ib89NUWO1tUHvfftrfD4P4w44-EIOfndJ5_XcrRKKndWHPhMpEx0wMvuYvCyAjg6Fbc6y5JGRdSZazOuLcez77XsBT_Z6XHkqZhBIePlstsLBMXdqE4x1AhzndrT345XKLjaARJGfGTsfrOs3Ssyea4PcIM3W-OQUBuQ&__tn__=-R,2020-03-26 05:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p526x296/91096581_10157069289923148_3100665520957947904_o.jpg?_nc_cat=101&_nc_sid=8024bb&_nc_eui2=AeFkpATLJ95Ad86uRWwBfGlsF1vqHGL7Gu0XW-ocYvsa7f8I4hxLYQQbJ-MmoPWb88SHVqpZqL-i25_V_u6Wnx8c&_nc_ohc=mphHx1hc5ZsAX89QoS6&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=0acf3a457935187630c7b1232d07522f&oe=5EB0654B,"{'Total': '320', 'Like': '263', 'Love': '53', 'Sad': '4'}","{'Jusal Empererado': {'text': 'AXA Philippines in covid-19 times your mobile app has been inaccessible. Then suddenly boom! My portfolio is almost gone! Please explain to us!', 'post_date': '1585436346'}, 'Cirus Jansen P. Jacela': {'text': 'It means professional managers are incompetent.', 'post_date': '1585489912'}, 'Rhecxie Teves': {'text': 'As long you will not declare bunkrupcy "" AXA""', 'post_date': '1585212727'}, 'Marydeth Borja': {'text': 'D naman po siguro mawawala un ininvest na pera😥😥', 'post_date': '1585207620'}, 'Winnie P Jose': {'text': 'Sana maayos prin mga ininvest nmn n pera', 'post_date': '1585218114'}, 'Ricky Suarez': {'text': ""Dear AXA,I just realized that I'm losing 440k from my investment! Since your myaxa was down for the past week, it's only now that I had access. During the stock free fall, you were too pre-occupied with the covid-19 neglecting your single-pay  invest…See More"", 'post_date': '1585483416'}, 'Roth Schneider': {'text': ""I thought life was so hard, But when I found out about binary, life became easy. Binary option trading is reliable when you invest with the right account manager like Mr Johnny Godfrey he's legit and reliable. I invested with him and got my withdrawal in just 7days. Mr Johnny Godfrey is 100% reliable. If you're interested you can contact him onhttps://www.facebook.com/Johnny.Godfrey.0"", 'post_date': '1585977225'}, 'Karen かれん': {'text': 'Omg sana wag nman mawala mga pera namin.', 'post_date': '1585216307'}, 'Fernandez Perdiliza': {'text': 'Grabeeh ang ibingsak ng price 😢😢hndi nman po mwawala bsta continue pa rin hulog natin kasi andun nman ung mga units natin sana lng bumalik s dating price', 'post_date': '1585215351'}, 'Perla Bautista Jaro': {'text': 'ano sana.sa dami.ng invest.maka totohanan.sa na gawin.ninyopara walang ma depress', 'post_date': '1585437176'}, 'Jonathan Boboy Castro': {'text': 'Lets hope di mangyayari. Pero just incase worst comes to worst...Handa na tayu sa mngyayari....Its all about Risk ...alam naman natin lahat ya', 'post_date': '1585216458'}, 'John Philip Rabe': {'text': 'Yes. I could not access your Mobile App. Invalid cridentials pop up when i check my account.', 'post_date': '1585459333'}}",353
We received some questions about the 60-day grace period extension for select policies that we implemented last week.  Below you will find answers to the frequently asked questions. Stay safe!,https://web.facebook.com//AXA.Philippines/posts/10157066052198148?__xts__%5B0%5D=68.ARA7fV8hZUEEe446iUFixZKXW6K1hWqhOUFMPdmDDdWwLP51-KDlZoL5RPbznyAXBfRdD5C2SvoobuBPTRd8Uv2SwP3uSSIZN2CVezhR-QAAxUBJ2e3XZucGgl8cUdEkhP7Gu36c6EK1am1R2PUciX6l_8PrPcLlJEsBNlo5EVAUIOK-E15nXGnYHhLK1bZjijJazv9Trl0wXRdhOxsRHnqn8bRkgJlOOid1pSzsmAHRxAsXd3qSok4EE33lvfp9qCbx_uNiHqUPMwe9jai020xe7HcHBDWiAhvYmuhVhn58RDIS7WO09y57NvCB9DDutWgO9YsRHI7mocaRbWDR&__tn__=-R,2020-03-25 11:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p235x350/90611951_10157066191108148_8497344915393478656_o.png?_nc_cat=102&_nc_sid=8024bb&_nc_eui2=AeETV_TCTLE_iwKPCIh6OVm4mh_U9IcTF_maH9T0hxMX-bRokZ6LPkgivGiNiTxQmUk5uiCU9iXkUvwYVmvptzH7&_nc_ohc=VKObE_dYcYMAX-LY_f7&_nc_ht=scontent.fmnl5-1.fna&oh=384e92d59a6069c6ba0dff54493bec24&oe=5EAFBA78,"{'Total': '125', 'Like': '118', 'Love': '6', 'Wow': '1'}","{'Julienne Cruz': {'text': 'I called your Customer Service Monday. You did ADA/auto debit on my account more than 1 WEEK before my due date. I called your customer care and clarified if this can be reversed; I was assured it’s on process and I should hear back within the week. To…See More', 'post_date': '1585201824'}, 'Sha Na': {'text': 'Nag email ako sa AXA kahapon requesting to avail 60 days grace period extension on my  credit card account. Agad naman nag reply sending the Official receipt dated March 16,2020👏👏👏.', 'post_date': '1585217305'}, 'Clarence Ramirez Montemayor': {'text': 'May i request to avail 60 days grace period extention for my premium payment which is due this april.', 'post_date': '1586103609'}, 'Mary Tuliao': {'text': 'I sent you a private message', 'post_date': '1585393642'}, 'Kryts Ruben Bermundo': {'text': 'Gus luck s inyo. Sna hnd kayu matulad sakin... sakit manakawan ng 100k', 'post_date': '1585485476'}, 'Filipina Kanashiro': {'text': ""Ito ba Yong May utang sir ma'am"", 'post_date': '1585373843'}, 'Faith Taytay': {'text': 'They debited my account already then sent the extension text message 3 days after 😅 so useless din 🙄', 'post_date': '1585257992'}, 'Mia Mia': {'text': 'Too late, AXA did  ADA/Auto debit on my account also..This announcement is useless, if they are giving us 60days grace period the most, it must apply to all AXA insurance policy clients...No need to call, text or email you guys...You are just making things more complicated..', 'post_date': '1585206922'}, 'Roth Schneider': {'text': ""I thought life was so hard, But when I found out about binary, life became easy. Binary option trading is reliable when you invest with the right account manager like Mr Johnny Godfrey he's legit and reliable. I invested with him and got my withdrawal in just 7days. Mr Johnny Godfrey is 100% reliable. If you're interested you can contact him onhttps://www.facebook.com/Johnny.Godfrey.0"", 'post_date': '1585977232'}}",143
Need to download AXA policy-related documents?.  Here’s a quick guide on how you can download the forms you may need for transactions related to your policy and that of your loved ones. Simply go to axa.com.ph/self-service to get started.,https://web.facebook.com//AXA.Philippines/posts/10157065944113148?__xts__%5B0%5D=68.ARACxbgs7hxvfoZY3TCQK_1E1jOxrC8h1OGwm7IW-Lx6bl9J-oGKjrnA4WFbkQUI9XpbWPdagM3tGnis9Ix27tOCwaNSCcrMpi7LXYk5mA78dQSX9y7oZ3KvVGbdsxmfZDS6nsxK558l0MnBzG9Uwq6blq0toWTyR5MrrFpBJbPHUYViFQ-MaimS9qFxnsVvA-I-TvcRFBokWnJjTTNDNXAcMyk-LxXiKyld-btHjQq96T0epcNBm6e-a4JnMJEX1p6TLA-_zFG2_nmMJ5iH21_XpBinjFAuvrQZEAEb6QkQZVkghl_LRYHxyfqpvZdLyvNvL8SY377qmF2dkZAi&__tn__=-R,2020-03-25 07:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p235x350/90623355_10157065943218148_4816778356148142080_o.png?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeGJMH93wh3FGhCEUbUCarkerPUoDC2MD2Gs9SgMLYwPYXzVYVZJzE86j4ynOC4tq4kK1uiLdIYYkD-p2ELNr5r9&_nc_ohc=BL122FWDIU8AX8j4w6F&_nc_ht=scontent.fmnl5-1.fna&oh=90da49ffcd2980c3a2eae1e996b12242&oe=5EB056FC,"{'Total': '163', 'Like': '158', 'Love': '5'}","{'Kryts Ruben Bermundo': {'text': 'Pm sent', 'post_date': '1585131011'}, 'Roth Schneider': {'text': ""I thought life was so hard, But when I found out about binary, life became easy. Binary option trading is reliable when you invest with the right account manager like Mr Johnny Godfrey he's legit and reliable. I invested with him and got my withdrawal in just 7days. Mr Johnny Godfrey is 100% reliable. If you're interested you can contact him onhttps://www.facebook.com/Johnny.Godfrey.0"", 'post_date': '1585977239'}}",100
"Feeling unwell? AXA policyholders can consult medical doctors via phone call 24/7. Avail of this free teleconsultation service via MyPocketDoctor without leaving your home. For more information, reach out to your AXA financial advisor or click here: https://bit.ly/2U6bjdt",https://web.facebook.com//AXA.Philippines/photos/a.422772563147/10157059457688148/?type=3&__xts__%5B0%5D=68.ARBvsUmgMdwB7AxCMdDUa-AcId-ve24u67Sj7jZby7uvrnFCAmaieDVuK4ocecZk1-tpSZDR-PHJioz0Ows0fIQ9yEEXV8gJcdmQ1CFElAEqOqDnylRoSRX5wobFlkVcc4dJ6rY1Wd6_QiaCsf-40BbCqZN4vOXkngkIuTnyw43bGWSGzDH2gFEIzARfT8Zs9Me1XXq_USTigE-q_VCph58c7SAdvligBgrzQgOZUMzpuZNdUDDhPrZuDZBuDWYKHOBA6y9-mtmgRQqIyIWUU5wGUoOeljF86q-qfQ_C7xbmtnxy69vY8Vi6F3UKASkLUbNuZHHV64b9kk64-706&__tn__=-R,2020-03-25 03:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90274649_10157059457698148_4786418469283299328_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_eui2=AeFvYvUdZYywtbMMou8Ayzd6rBPbHeMJSL6sE9sd4wlIvuvLzNen530xEeabZcLxjzyXbCbMmn_Xug4yGqviOFgr&_nc_ohc=Ws991MXY0ggAX_3Jzhe&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=673e7e2323d6d6cac9001f07ccee23dd&oe=5EB0037E,"{'Total': '123', 'Like': '96', 'Love': '27'}","{'Kryts Ruben Bermundo': {'text': 'Ulul... kawawa investor nyo. Sinungaling kayum magnanakaw', 'post_date': '1585313153'}}",189
"The MyAXA (web and app) and Emma by AXA app are currently inaccessible. We apologize for the inconvenience this may cause. While we are working to restore service, here are channels you can use for your transactions. For online transaction and forms: axa.com.ph/self-service",https://web.facebook.com//AXA.Philippines/posts/10157062932723148?__xts__%5B0%5D=68.ARA-_NpgFJ2KKOO2P9OmuKqO8FPQA3PaQfb6SmF2pcfWTYuEt-4oqR_l4Wfl1MC0rE5JFAY_dgGS_xxJXUtrnoLKoeyjcj6JS3tK1SOy5aSaCacr4uKh4SekgqPmtFQ92evYR6P-YV7iWNGqgPfdvi4kOVUMpZfbETiR_ldFTK1laqn7CYNLZEOF7o7_l3kEzZUDeK2kNdU4k3JV7ZsHBecwDuNpDSwxmTuxyzFLaocsKnIZSWAq-FgzXCOTYaJ8ZDZxJmkJ9jPbszoAPCwGTQydJDsCeNC8l9OrWjUs8zU_1XRANffnoUsTexCsDzO4Eyp0cLN3tsa09G6VM1id&__tn__=-R,2020-03-24 09:30:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p235x350/90912927_10157062932278148_251221123998416896_o.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_eui2=AeHDGMC0cSDk9791qF1ZPxbo3h0u-xp5ovbeHS77Gnmi9rd_8UwzkC_U6tL7hc1qjWvl9nAz5doEaPMu0TFou7fN&_nc_ohc=UxsZT1eQ4VEAX_xfKRQ&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=5b3734fd15fd71b91a19a2b51b4e868f&oe=5EAFF288,"{'Total': '138', 'Like': '124', 'Love': '8', 'Sad': '4'}","{'Nat MAkmac': {'text': 'Yes po. We cant access', 'post_date': '1585045542'}, 'Kryts Ruben Bermundo': {'text': 'Pm', 'post_date': '1585046202'}, 'Yren Henry Inosanto': {'text': 'Kelan ba maayos to? 1 month sira? Tanga nmn ng devs and IT nyo. Baka mmya pag ayos na website nyo ubos nden investment namen. Clap clap 👏👏👏', 'post_date': '1585103491'}, 'Lilia Brun': {'text': 'tagal ng inaccessible', 'post_date': '1585061319'}}",166
"Your health and safety is our utmost priority. To serve you better, we are sharing some of our products’ policy coverage in relation to COVID-19. For any questions, you may reach us through the following: Hotline: (+632) 8 581-5292   (+63) 917 1709292 (Globe)...   (+63) 998 5889292 (Smart) Email: customer.service@axa.com.ph *Operating hours: 8:00AM – 5:00PM, Monday – Friday *Important note: mobile lines are exclusive for calls and not yet available for SMS.",https://web.facebook.com//AXA.Philippines/posts/10157062545913148?__xts__%5B0%5D=68.ARDHoyHzwIhRG4WPKdstTvDIzot3B41HH891F9B6ei_xl_3KDmUop3eGkV1WR4lJWZqm9GmUDhOTxIMle69oV12R4MOiwJutlZfWUtCRhC-w87y4jifjYlzjeZTmWcAeB1DxeWv3_7boPbDcvy_5IrM7kSaC2MrhIY_5mMl1NExxWCVEGbaTPJ3Qjud9_x7QXRkhCwDNQM421KNx3Yc7uHqM_Oh6e27oFaDWOhrfYGfy-tzYUnlgSq8LG6HNfQfZRiwzWL2YsurYapGct1MhC3efUJqMa62oZPm2vsqMHUi5YFnlEX_0VoZJ6MjQEuj98IyQxDSa-6KyKisKuSMC&__tn__=-R,2020-03-24 05:34:01,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p235x350/90145479_10157062544418148_4760638074117947392_o.png?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeG_HPYpzuTrRMUCvbmYI9U6AstHDHlnUnUCy0cMeWdSdRHTki5b9pC_spfblUni8No4Zfe8iJ9crGLYfjMzWiZj&_nc_ohc=owt4IPjsD0sAX8q-Bz3&_nc_ht=scontent.fmnl5-1.fna&oh=8fe0e7bc7e5b92d20b593d47214c4ba0&oe=5EB25CD9,"{'Total': '167', 'Like': '135', 'Love': '30', 'Wow': '2'}","{'Jkflightwithus TravelandTours': {'text': 'How', 'post_date': '1585137610'}, 'Kryts Ruben Bermundo': {'text': 'Pm sent', 'post_date': '1585030308'}}",267
"The NBA season has been suspended indefinitely. With this, AXA Philippines is likewise suspending the What’s Your Game Plan promo until further notice. Thank you for your understanding.  Visit the full Terms and Conditions here: https://bit.ly/2Ur1R3j",https://web.facebook.com//AXA.Philippines/photos/a.422772563147/10157048421268148/?type=3&__xts__%5B0%5D=68.ARDaXw45kOxJSbcsje-ounTjqojQjn5MBvLHkjy-fki_3jxzDmru8DHlOCEB3BVmcTHJDbHiBdmfaS_tgHTKdRnw1Fl811YJPykfdc3RYtPUi91KwUNIZ7go5JAJkWdPMF5zgw4tdU58ER77ADqT_fV92LIN4zamABZyD4AOz2LWkIdA6blCunUQm7A4N2LXnzHk4hMjIhFyVxJWtmRUd4odgNmXiaCoP6Ooe8D0ZK5uviLqmOXY0SXfPA2fi_9jkmV7JVpgrcfaNsXf5sM_Y6SydVfwyrHi5iauYlUGC2ktgDJiuvx6mr0-3JEfPvGM44rtgBY-Sjf_3Jy8qHRJ&__tn__=-R,2020-03-20 11:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90059997_10157048421273148_3102732121781829632_o.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_eui2=AeGAyweUxBE0cVl5mzJJiKfN-BKpgaGi9Ob4EqmBoaL05r8790O1MnXihB9VAEx_0TQP2rxIWYO8wC1pWmEkgL-G&_nc_ohc=yiZWvodCwzwAX-nVrWt&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=3fcc1f1a3a44ae6cdea8e90001e0a812&oe=5EAF98CB,"{'Total': '61', 'Like': '49', 'Sad': '8', 'Love': '3'}",{},21
"Need to consult a doctor? You don’t have to head out. AXA health insurance policyholders can avail of free 24/7 teleconsultation by simply downloading the MyPocketDoctor app. For more information, reach out to your AXA financial advisor or click here: https://bit.ly/2U6bjdt",https://web.facebook.com//AXA.Philippines/photos/a.10152010854733148/10157048517848148/?type=3&__xts__%5B0%5D=68.ARCUKfkI9mjYuWRhG68PRKbInReXgr679t-Mm1MO0vs1uyYCMm6pu2uH4-fPvMOjnX4cOj3QOBLt939Ws1nHTFdBwKIrzqcQYM1uVaZgZKbFLYWgRMA-qfyAhRy4JloigMopY0pC8PkDpoyJdx0ZteDKOT-Q9SWc5EcVZEBi666WC3vmAKBgaJToT1NX3OnIPHIkSLfTO8abcuIZk_iPkgjcwUJV6JKD0bUQQ2LiZjraJOtVK_rG3GtqC4vAa-MZlnRZAmbaCxAIQnTlY5LbJwzkQI8SnqR0eImg8qNcT4EWZ_H141JZBOOQXnFq8aKrFyyXSsDU1yZuuadXBuNz&__tn__=-R,2020-03-20 09:40:49,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/89828036_10157048517858148_5310744430351745024_n.jpg?_nc_cat=108&_nc_sid=110474&_nc_eui2=AeFnnyj8djJNcaQiXOSWSSzIfwDlVT3RC4F_AOVVPdELgQZv_ZTb8vsG0vTtcDtayPEezjGLpdWw_yeO31rNNbTE&_nc_ohc=Em-QTWlJdLgAX81OVyQ&_nc_ht=scontent.fmnl5-1.fna&oh=6f73f6693e9d43e46ee9f100db92a01d&oe=5EB3490C,"{'Total': '121', 'Like': '87', 'Love': '30', 'Wow': '3'}","{'中島国広': {'text': 'Its been 2 weeks and i still cant access my account online If there is problem You should inform us as soon as possible or Do something about it Are you trying to prevent the investors to see the current account value that we have left I am not being insensitive and I know that there is much more important things than this matter but it is our right to see what the hell is happening to our investment', 'post_date': '1584972582'}, 'Winnie P Jose': {'text': 'Thank for the badge', 'post_date': '1584886877'}, 'Jaypee Lorin': {'text': '😊', 'post_date': '1584935954'}, 'Joey Garcia': {'text': '🙂🙂🙂', 'post_date': '1584787110'}}",200
