Post,Link,Posting Date,Image,Reactions,Comments,Shares
"No need to go anywhere to pay your premiums. For your convenience, here's are step-by-step guide on how you can pay online. #StayHome and stay safe!",https://web.facebook.com//ManulifePH/posts/3148884295142454?__xts__%5B0%5D=68.ARCaUScG_3XefRPX-4W3VtP8inmsMukuYP066dw__KLaO_pubC7g23gdNIg58L24OEEgJKif1I8dLTGbBfgUsc8fM1R6CYcy2tyBFPJQup-ZpfB38Jhf72ShsqwKJ4MlcJj_BABhL3edfQKQyYDj0cgdX2yxLnEFbUPMZtACo82ZyugDeOHTFKmjqY4XoSp50mQyo6XfrHbY9xSeaJZM1Ibj49sE4j1iDorioBZXuaKaw5-FQKYbi3C5NxraryQbQ5DBsaHX-bJbCU_d7gcA8i1WAb3EV0FOoGYSgoXjZcNmSYHptEYV43JJEpkThWzZlfBegE03fBmgTOLoB60xBhamGQ&__tn__=-R,2020-03-27 14:30:01,,"{'Total': '121', 'Like': '105', 'Love': '16'}",{},127
"No need to go anywhere to pay your premiums. For your convenience, here's are step-by-step guide on how you can pay online. #StayHome and stay safe!",https://web.facebook.com//ManulifePH/posts/3151325284898355?__xts__%5B0%5D=68.ARBE4HeqYO4eeMvPkzH-O0_AsMjGKuByrNyipx9Fj-QfAeWkiKVixinrhM5ZID-i4D3qgb04Ia7WaWI04ZrL5i_ogc0_uDkXGabyzE8tsZB_g2qzsTa2Ob7txjps01Mho8H5-sZucjgpq-v7hnuXVLf8panpUV02LdN1rsT6hX_G1Upoe_gOQJk4QN_pj_NGPMm34EcfSy3aiD8Wk79KNVR1C_4iABMwQM07Pp3W3kjhFRtc-7im493650qtUkNS88i1Lfk9h7QcqR4uVkyOFJ2HTCALQZeL69jC08Cd5Id8Uqd6HSOElS6HCulLYQmiHkUqh1cXbkEK7trtv_BXOhxiKw&__tn__=-R,2020-03-26 04:00:00,,"{'Total': '177', 'Like': '151', 'Love': '25', 'Wow': '1'}","{'Leoilyn Peralta Gumabay': {'text': '#Manulifer', 'post_date': '1585453722'}}",226
"Please be advised on the updated operating hours of our branches. To help you manage your policies, you may register to Manulife Online at online.manulife.com.ph You may also get in touch with us through our Customer Care Hotline at (02) 8884-7000 Mon-Fri 9am to 3pm. #ManulifeAdvisory",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3148824028481814/?type=3&__xts__%5B0%5D=68.ARCGjEcEvzPW8OkvVDHI__5hUtQUCo6vjK8KwVjWO_sJ_zIkwbrzeYfjNkDd2sMElLKKwYWBMbpPDqiy6Xyr45q18ZL8R-PMTJynIqOfGaoinzbZ86-LteWf72KpjT4OSNoGBhYujBP13jME4ODpNBnkxeDO8opSUtIDbBPGipsx-omfp9BPkZFgrq-H-ZsuEtkxXrKjaWCdcIxKRbpJjoI5Vh7_F5Y0Mc5oDVcN5MlKXzdX9yeU6gcnJ6YYy9vXKTtDG3HHlFFKn9qqT2Rn3OyWqxOHSS5cKMKHuBrdBwBJbX4PLJELWN1W_wENu9cxfE3-5zMaTiWMTfzPz8K3hPi1UQ&__tn__=-R,2020-03-25 04:30:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90999724_3148824035148480_7656870092453445632_o.jpg?_nc_cat=110&_nc_sid=8024bb&_nc_eui2=AeFbN8nploK2OGbCMI1t3Xl_uR2YyESb37-5HZjIRJvfv0z0gHJX8CpKj4gM_0u1QDVnEhYRPs8N5Xu00PCkNrks&_nc_ohc=sgHTqIBsEX4AX8MEyME&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=da621c4c2fdb5eed4b8cf17e40244fd6&oe=5EAFC1AB,"{'Total': '135', 'Like': '127', 'Love': '8'}",{},57
"Markets have been volatile as the world continues to battle COVID-19. Given the uncertainties posed by this outbreak, elevated market volatility is likely to stay until positive developments emerge.  Depending on your risk and return objectives, here are some ways you can navigate through the current market cycle to achieve your long-term financial goals. To read more about the market insights of our investment team, click http://ow.ly/tr4050yUYo7 If you wish to schedule a conversation with one of our Wealth Specialists, start here: http://ow.ly/QKIx50yUYpY #ManulifeMoneyMatters #FinancialTips Disclaimer: https://assetmanagement.manulife.com.ph/disclaimer",https://web.facebook.com//ManulifePH/posts/3145802965450587?__xts__%5B0%5D=68.ARDZIyFxKzvWvZA_Jv0yoNARkmnCl-nYGP0n595BUXjj0NKr6V9jM1QXCQk3afRUdK6yTullh4L6EvBwABWxHIO13sAPJBHevS0it_ukfQwrmO9u_F4lR5_i2lh6HZPRTIUiV82dAcdsFB0LELbCw8Qdyw_lxoGkWewBE4zi7hQSg2TN8XMfFiXDiBur2t28iCNkyyHBwp1r45ZsXw4cUxzaMV36iYtzuGzvW1xKnpE9G3iQpong126WcP84hWIYJRwp2U3TGgG0_0viWht-CFQkBGlegkb5go_Y2afsTF0AM7J47PgHd84nXpGoBdEBUD-TezKkYHpV1yar6A1D_IZmsA&__tn__=-R,2020-03-25 04:04:52,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p526x296/90163396_3145802372117313_3097192661942009856_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_eui2=AeGn5ST7VSrKryM4tkEbzcRrgW9_sALr9WeBb3-wAuv1Z_tt71y9FUMU30bVAhMzugeQspfICwStpDsjmQoqzohI&_nc_ohc=XYqX14GG9qwAX-JkZSi&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=5a5ade225bd302bccf3ff19e9ae86114&oe=5EB2117D,"{'Total': '266', 'Like': '215', 'Love': '50', 'Wow': '1'}",{},337
"In our effort to support our customers in these trying times, we are providing special coverage to policyholders affected by COVID-19. These special benefits are applicable to individual plans. You may reach out to your Manulife Advisors, or call our Customer Care Hotline at (02) 8884-7000. You may also check our website for the complete list of requirements to file claims at www.manulife.com.ph",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3143649702332580/?type=3&__xts__%5B0%5D=68.ARAJXWIku1ImXsuG0MVT9Dz8CesLFYyzZWZ-FK9rKT8EuGgRGHP8xj1-yOqgZ2CiqeYxbQ7-WUJ9HPHRadZdMZlli1Gw5_D5-Ut6jwMbA9PQLRfRXurxgC-83sA9hLPIzFZ4SbCbeaxqcszVCfRAiOXbnzuML5Fg-kAI8etC22zVgogxxHKD28NvYbprNnqCsUkEHlLjKT8v47nqaA9m5wI9c2CQm99mvUu5T4M2IiOMfbclgKiKqlfQjdELMZUeRgk-Y6V2N8EFP8NgkELkeJ63-6zyA2AvX2ybPKvEFjxGO-DKdiX6HU7-9DnmtqgN7OLmqlzuvFu_gmca6tY_S0rtyg&__tn__=-R,2020-03-24 07:15:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90158311_3143649705665913_1266625094411616256_o.jpg?_nc_cat=101&_nc_sid=8024bb&_nc_eui2=AeFK56mSf0gwe5-AleR03SnmVrt7HKGLzXhWu3scoYvNeB089HJc_-E6g1SpUR-cT70aO84crnr2dUZm3iwF9cs4&_nc_ohc=TSd9DCyyxOUAX9-IAlD&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=3ef3051fc7f09de13e26412d6d732c33&oe=5EB1288C,"{'Total': '385', 'Like': '245', 'Love': '128', 'Wow': '12'}","{'Anthony Ramos Bulangkit': {'text': 'Hi manulife. Will this be applicable to policies issued between those dates mentioned.?', 'post_date': '1585037163'}, 'Ma Janet G. Noserale': {'text': 'My due is Apr.8, 2020Do i ned to pay & where please. Bacolod client..', 'post_date': '1585194525'}, 'Ray A. Aquino': {'text': 'Thank you Manulife! More Power! God bless!', 'post_date': '1585037329'}, 'Natalia Lanon': {'text': 'i want to change my agent...Rod Gatchalian...', 'post_date': '1585034280'}, 'Evelyn Vedasto': {'text': 'Hi! Just to clarify, this cover to all policies issued before March 15 only those with hospitalization benefit riders?', 'post_date': '1585103629'}, 'Ferdie Espiritu': {'text': 'Buti nalang nag Manulife na ako!!! thank you mam Tina and God bless!', 'post_date': '1585045437'}, 'Justine Draper': {'text': 'Thank God may Manulife.', 'post_date': '1585050681'}, 'Sheryl Datus Perez': {'text': 'Thank you Manulife 💚', 'post_date': '1585069065'}, 'Lally Jarcia Delos Reyes': {'text': 'Thks manulife. Thanks mam grace', 'post_date': '1585049206'}, 'Robinson Cordero': {'text': 'Applicable po ba ito both for individual policy and group policy?', 'post_date': '1586197758'}, 'Lollibeth Gaitera': {'text': 'Thanks Manulife...', 'post_date': '1585036141'}, 'Stephanie Villano-Videña': {'text': 'Thank you!! Galing!', 'post_date': '1585054287'}, 'Lydia Manalo Villareal': {'text': 'This is noted poThanks', 'post_date': '1585035432'}, 'Añdls Soñj': {'text': 'Nag log-in po ako sa online piro not available daw. Any advice po?', 'post_date': '1585114799'}, 'Rachel Dienzo': {'text': 'Be safe baks Rykeil Geron💙😇💪', 'post_date': '1585164522'}, 'Botchock Batobato': {'text': 'Mahusay ang Manulife', 'post_date': '1585050279'}, 'Rai Tuazon': {'text': 'Venesa De Guzman SangalangCristine Joy C. RoxasMaritchel Verzosa Cadion', 'post_date': '1585044346'}, 'Tatum Ambroveni Keshwar': {'text': 'Hola! Sarado po ba opisina ng manulife pati yung call centre? I will pay my loan..', 'post_date': '1585211260'}}",739
"In these trying times, don’t lose hope. Have faith that better days will come again. #CourageOn #ManulifeWeekends",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3137882386242645/?type=3&__xts__%5B0%5D=68.ARAL4zFOzbqpH3whLRGQfkl66i8gua1AUve382Dyo5SISWKhZtdmNfC_gZSiUaWY5-PO3uKjMJBK7xoTNKbduws9xrdboRsvtyUeRFvywM9S5nVY0lw-h6HSZZQ00e36_BOOLLEbIcHj7ikIvLZ8GC51GVQWKERebgfs9pPN9pIW4fHswapPCGPiuWXaADn4C0WcFxyXG7J2AaVTOr89E2qgYZXkr7puxFgm2Ep9G2sm8Y2XGdpK1MkvMpGPNB4NQKWGSBt55yr1uFEfUDXq-UROHyMZ_hdkjUTY2rhVFWt9w3G3SuFl-vDY8LDNU3lamKXNjBbY-CUv68c88lhQwOPLNQ&__tn__=-R,2020-03-21 23:00:41,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90249843_3137882392909311_8866267930216628224_o.jpg?_nc_cat=109&_nc_sid=da1649&_nc_eui2=AeENpz47VCxoIeFGbVDXfyQzqhhoWu206nqqGGha7bTqevbc7w_SviTMhscDsEShQmRm6np94c04j37JgOtYvNlL&_nc_ohc=txusZjM6qucAX9YFFJl&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=5179d81c1c6095e6723831a067f9fd2d&oe=5EB13E3C,"{'Total': '516', 'Like': '375', 'Love': '140', 'Wow': '1'}","{'Sarah Mendoza Tinonas': {'text': 'Hope will rise inside us😊🤗❤️', 'post_date': '1584853700'}}",559
"As we continue to observe measures to keep the virus at bay - like washing our hands frequently, disinfecting regularly, and practicing social distancing, we also need to find ways to cope with social isolation.  Here are some tips that you and your loved ones may find useful. . .... . . . Source: foxnews.com/lifestyle",https://web.facebook.com//ManulifePH/posts/3133909543306596?__xts__%5B0%5D=68.ARAwaR1i8z75aPCk_aQpaKSfVTY4xHcUoLy-M8SCKkhPOzmyzYGpfvtdoY5GrOJY7_7gl-bBX-di3t-dkBzjzMLkFYT_pxYT2Nv5wFdMWMMDk4kN5RTha0NqjrL1prjld50Wa60QHK4_KiRBf1aTTT0IAX1xpAVGD3L_1Ehoo4aem77EfCNGt2I-FvRFblRljrp1ahS8WdX3L48ghoCyMEFiJ4rpcYyBliLeQSnGWKqBZaPAxDhZkqVA1jO5ODFgDuoVJ5XQSMAYOMmvoOQ7l6ZH7gzTox7u_wHhppWmzPGY9-OEUkcVUaCqrqvT1PPPzyNu8UIV2DT50U_MS7V0XcnfMg&__tn__=-R,2020-03-20 08:28:44,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p526x296/90337576_3133908199973397_4051683520672694272_o.jpg?_nc_cat=101&_nc_sid=8024bb&_nc_eui2=AeH4weQnL4q-l-dKktUW9ocXLZkT1aIddKgtmRPVoh10qMW2kv8AlRA9Gqx0J64exvG1Ap7lEngYHnzXrAgawAf9&_nc_ohc=xsOLbHMtPN0AX8eHLAi&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=8012a96b2538ad8b0100e70ad4889a46&oe=5EB0EA61,"{'Total': '384', 'Like': '316', 'Love': '68'}","{'Felic Manny Manongsong': {'text': 'thanks', 'post_date': '1584758304'}, 'Arlene M Genove': {'text': '😻', 'post_date': '1584772484'}}",446
"In these trying times, making it easy and more convenient for you is our top priority.   If you have further inquiries, you may reach us through our Customer Care Hotline at (02) 8884-7000 from Monday to Friday 9am to 3pm, or send us a message.",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3146082928755924/?type=3&__xts__%5B0%5D=68.ARDvYuPS3HLuDI2xuNszaheH2QO6U4NsOwmzDaV3sUIJzTy6jjFXCEffYaHlgl1Ki2RWFlV2bDdPx2eTfMyzb_rG8hZXWj5xrQBwgeibT9oO3b_9MboQz68nrTnrkurgdu3iZfw3Kv_5VPVOYppaHYJAx-W-YhrjmBx_dhREzQLPTCD-irAJTNX6Pc6oQIGVzLnl2ma6FTu0ADd5apHCX0aqwSP2bSv1l_BAzH20hs1gUHJSe25E22eYiCUY4jNz0OXnVVt38Mz6FUz6qZbxmWDoyizQ3Te6gK7rPsbh43x4Q_JSkbROWevRgfw7EKAEjqZvwFtY8pKa5FTxrW9rmULCuA&__tn__=-R,2020-03-17 12:00:06,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/91095073_3146082938755923_586801809486512128_o.jpg?_nc_cat=102&_nc_sid=8024bb&_nc_eui2=AeHJjY88NpIJ8fYaOz0kOSvmVPHYQTXM_H5U8dhBNcz8fiYyrQpYL0JSs2hnjeXqPCbUxZvreowWM3S6C6vUscUE&_nc_ohc=ZOmBLsIc3qUAX8j6Xwb&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=36ef7a5b8ddde886d42fcaab61e77473&oe=5EB12E2E,"{'Total': '839', 'Like': '627', 'Love': '204', 'Wow': '7'}","{'Dorzprl Macatangay': {'text': 'i thought up to april 30? paasa 😔', 'image': 'https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p235x350/90207752_2723238527725867_181278341792268288_o.jpg?_nc_cat=100&_nc_sid=dbeb18&_nc_eui2=AeF6pI1oUtjPccYHuPVXsDI03SeHJ7mEVIPdJ4cnuYRUg_x2I2UqtixPhiu3iFQDq8w8oA5x3rz22Jc60CFhXW0u&_nc_ohc=TstbaV78ce0AX9K9KSI&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=e33c5a10ac5439c827fdec0d2dc63472&oe=5EB08FF1', 'post_date': '1584674390'}, 'April Cel': {'text': 'Thank you Manulife! Does this include po kahit yung auto-debit sa card?', 'post_date': '1584581104'}, 'Cass Hanbin Kim': {'text': 'Thank u Manulife', 'post_date': '1584493557'}, 'Ludwig Gualvez': {'text': 'Ang 60 day payt extension po ba means that hnd maglalapse within the 60 day period in case d mkkpagbayad?  Tnx po', 'post_date': '1585378658'}, 'Trissa Anne Gutierrez Baybayan': {'text': 'Hello! My credit card has been charged. Is it not included?', 'post_date': '1586171172'}, 'Nica Canilang': {'text': ""Yesterday, I tried to go to convenient stores to cash in so I can transfer my payment and all services were down. I tried to go to the bank but it's closed. Fortunately, I saw this. Thank you, Manulife! ❤️❤️❤️"", 'post_date': '1584475700'}, 'Aniah Balite': {'text': 'Thank you so much Manulife <3', 'post_date': '1584542612'}, 'Irene Ghan Elishia': {'text': 'Paano po yung plan na autopayment like mine thru metrobank', 'post_date': '1584533143'}, 'Cristina Samonte': {'text': 'Thank you, Manulife!', 'post_date': '1584583608'}, 'Theresa Ballinger': {'text': 'Thank you Manulife', 'post_date': '1584498457'}, 'Jahannae Melecio': {'text': 'Thank u manulife', 'post_date': '1584697251'}, 'Decline Diosta': {'text': 'Thank you manulife...', 'post_date': '1584521715'}, 'Femiczabi San': {'text': '🙏thank you Manulife!', 'post_date': '1584529041'}, 'Oir Rosatase': {'text': 'Thank u manulife', 'post_date': '1584607593'}, 'Ivan Heinrich Villanueva': {'text': 'Was able to pay this montj', 'post_date': '1584695787'}, 'Quezi Espiritu-Flores': {'text': 'Thank you Manulife', 'post_date': '1584516939'}, 'Joan Asis-Villarta': {'text': 'Thanks Manulife❤️', 'post_date': '1584576528'}, 'Tessa Suerte': {'text': 'Thank you, Manulife', 'post_date': '1584698913'}, 'Maricel Calimlim Mancilla': {'text': 'Thank you Manulife', 'post_date': '1584521342'}, 'Aleesha Galleto Collado': {'text': 'Thanks Manulife 🙂', 'post_date': '1584527587'}, 'Hazel Sesbreno Ungria': {'text': 'Thank you Manulife', 'post_date': '1584602348'}, 'Betcha Cabo': {'text': 'Thank you Manulife!!', 'post_date': '1584511827'}, 'Gemma Abejuro': {'text': 'Thanks you Manulife', 'post_date': '1584711007'}, 'Nelson Ramos': {'text': 'Thank you manulife', 'post_date': '1584528083'}, 'MC Reyes': {'text': 'thank u .. GodBless ❤️❤️❤️', 'post_date': '1584603423'}, 'Lore Logart': {'text': 'Thanks Manulife', 'post_date': '1584527396'}, 'Lhala Peregrino': {'text': 'Much Appreciated👍', 'post_date': '1584546888'}, 'Thata Odinep': {'text': 'Thanks Manulife.', 'post_date': '1584528372'}, 'Allyza Mogote Padua': {'text': 'What about for auto debit?', 'post_date': '1584841610'}, 'Seph Palomo': {'text': 'Tnx manulife', 'post_date': '1584607565'}, 'Ana Thess': {'text': 'Tnx po manulife', 'post_date': '1584543778'}, 'Buddy Caramat': {'text': 'Jeff, may I repost this?', 'post_date': '1584492603'}, 'Cherrelyn Conag': {'text': 'Thanks', 'post_date': '1584585338'}, 'Rhejie Yuzon': {'text': 'tY', 'post_date': '1584613253'}, 'Cherry Y. Narciso': {'text': 'Pano pu yung April 2 sir/mam pacncya na po bagonpa po kc ako... salamat sa sasagot.', 'post_date': '1584518414'}, 'Mitchie Aquino': {'text': 'Extended nman pala madam Dahlia', 'post_date': '1584463448'}, 'Maricar Lafrades Buena': {'text': 'Madam Jossamae Salamanque', 'post_date': '1584541129'}, 'Albert Constantino Santos': {'text': 'paano ung due date march 11 nagkaltas na manulife... haysss', 'post_date': '1584469413'}, 'Glecilda Canete Aves': {'text': 'sis Myla Genobiagon Madera kni sis', 'post_date': '1584515167'}, 'Ailish Reyes': {'text': '🥰🥰🥰', 'post_date': '1584507701'}, 'Bing Parcia Pasgala': {'text': '💕', 'post_date': '1584551763'}, 'Joe Cris Jumawid': {'text': 'Paano yung auto debit? Bakit nagbawas pa din march 16?', 'post_date': '1584570397'}, 'Madel Garaygay': {'text': 'Does this include kahit yung auto-debit sa card?', 'post_date': '1585987185'}, 'Cams Destacamento': {'text': '😍', 'post_date': '1584496653'}, 'Mark Laurence': {'text': 'Thank you, Manulife!', 'post_date': '1584490963'}, 'Danita Ravelo': {'text': '❤️', 'post_date': '1584489402'}, 'Jenefer Lasutan Salcedo': {'text': 'Thank you', 'post_date': '1584488591'}, 'Tin Valentin Paler': {'text': 'Thank you po', 'post_date': '1584486375'}, 'Jay Joaquin': {'text': 'Thank you Manulife ™️💚', 'post_date': '1584485777'}, 'Erwin-Olive Vivar': {'text': 'Thank you Manulife', 'post_date': '1584484369'}, 'Joann Dimatulac': {'text': 'Thank you manulife', 'post_date': '1584483221'}, 'Rodge Torres': {'text': 'Thank you Manulife', 'post_date': '1584467667'}}",998
"To ensure your safety, we have implemented certain measures to help facilitate and respond to your needs. For more information, you may visit our website at www.manulife.com.ph",https://web.facebook.com//ManulifePH/posts/3126547664042784?__xts__%5B0%5D=68.ARCV8vR4hlwpuyR6a9E_hCRYMXsAMMYjvh8fIHhrPPkm-yQ_YeuaLfii5LeSjlmsNyAc_1adz4eZDp-OkB-ff5AqfP-c39P7oQpP6zGqxsD6ZqkEvdLZbopVpXUc2iPRnQWIIhHwcaZC7eZsOOcDJfNYXATcNy8Ie4BQM5uDt8zGj2iV8sikikvn3GhOUz1FLt654H-xoCH0ylsFw8c_8VbK4bk6781N74j4sgacG9kRYr_6O9e1uloBZ_311PrZw2NBaXeXjCxsoDnGtpExMES99mFYBBLfoJAiuo6KV5IA47U-EYr8q-umO8pNAp3yyGjXDwug6YveX3IeDg7ZIRdkSQ&__tn__=-R,2020-03-17 07:49:52,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p526x296/91064502_3146085188755698_337079513110282240_o.jpg?_nc_cat=106&_nc_sid=8024bb&_nc_eui2=AeFGBYwUBnGBZz388ALL2t2yoX_Y1zZvH7-hf9jXNm8fvwFTTN5VKluyk1gu-7XEYndq65CmvqvfB-mSKYobY1ag&_nc_ohc=RZ2BAhkyeIgAX9Yeojl&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=b5973cf7a1a57bc0f9bfbc029df89704&oe=5EB12104,"{'Total': '352', 'Like': '291', 'Love': '61'}","{'Hidenori Symon Perez Yongco': {'text': 'So walang payment holiday?', 'post_date': '1584431904'}, 'Albert M. Fallorina': {'text': 'Paano po maavail yan kung autodebit ang hulog ko?', 'post_date': '1584445905'}, 'Maxine Mayores': {'text': 'Buti pa sunlife nag extend ng payment due dates.', 'post_date': '1584433607'}, 'Carmi Manaog': {'text': 'Have due on March 26 naka auto debit po s BPI ipapasok po ba ng Manulife un sana po wag muna😢', 'post_date': '1584433514'}, 'Jaire May Kuizon Navarro': {'text': 'How about the for autocredit mode of payments will premium still be collected?', 'post_date': '1584455514'}, 'Lovely Imelda': {'text': 'Sana may 91days extension din kayo gaya ng sunlife....', 'post_date': '1584437922'}, 'Cel De Veyra': {'text': 'Can you please extend it to autodebit payment policy holders as well.', 'post_date': '1584535734'}, 'Judy Lopez-Manibay': {'text': 'Hi po.. di ko ata maintindihan ung extended payment.. naka ADA ako unfortunately di daw nag push sabi ng agent and asking me to pay online.. paki explain po mabuti itong extended payment', 'post_date': '1586076807'}, 'Nelson Marcelino Elgera': {'text': 'What if ang duedate is feb 25 tpus my grace period n 1month till march 25 di ba to qualify s 60 days extention?  Di kse mkapag byad misis q dhl s sakuna ng covid..', 'post_date': '1584468464'}, 'Shesam Lu Mesias': {'text': 'what if auto debit  sa credit card  you will not charge us for the next 60 days? tnx', 'post_date': '1584597931'}, 'Gazelle Grace Gesmundo': {'text': 'Wala po bang extension ng payments?', 'post_date': '1584438665'}, 'Lynette B. Pasquin': {'text': 'Thank you Manulife. My due date is on April 12, 2020... 😊 so kasama pa din ako sa mga 60 days grace period..', 'post_date': '1584459847'}, 'Japhet Briones': {'text': 'Extension?', 'post_date': '1584440057'}, 'Kristine Marzan': {'text': 'How bout po dun sa autodebit payment?', 'post_date': '1584536121'}, 'Erica Alaso': {'text': 'Alam po ba ng lahat ng branch na extended 60days ang payment?    Kasi po sa account ko kailangan ko daw mag payment till friday?', 'image': 'https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p206x206/89697221_2890423667743526_4647361081939853312_o.jpg?_nc_cat=102&_nc_sid=dbeb18&_nc_eui2=AeHxv045_31uK768pvXHWpGfzBD2d8RDgmbMEPZ3xEOCZoMB9u5npc-YMxkcjhvKwZV5kgOTxBR4v6jhW6HVbSJc&_nc_ohc=wO3zmrpr-I4AX_Xjfog&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=b0edc6c11710ede437d1e745c289f475&oe=5EB35A64', 'post_date': '1584505428'}, 'Flor Padilla': {'text': 'Manulife meron po akong 3 mos na babayaran po sa inyo, kaya lang po hindi na po ako makalabas para makapagbayad at wala din po akong online. Nagbabayad lang po ako sa robinson bayad center. Paano po kaya un?', 'post_date': '1584514125'}, 'Althea A Pepito': {'text': 'Sana may pa loan manlang po kagaya nitong 1month na walng kita', 'post_date': '1584439614'}}",494
"We assure our policyholders of our commitment to protecting their health.  For assistance, you may call our Customer Care Hotline at (02) 8884-7000, or reach out to your Manulife Advisor for questions about your policy.",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3126050850759132/?type=3&__xts__%5B0%5D=68.ARCVFSqPbkN4w5nE88pmvGnXTDgh1nbMvcJDUbcpnNWtSgamp0_3r3UMl9cA9NqxhQcdqUnCYQmCI4cPjF7QTa2VfzVDDvXJ4P1Xu9wTpJUx0h88kpDiTqwJ1Nfhc5Fdap7mm0BEFJtC0USRc2je_uCtw4euZJDg9ljqEXTgXVhS1_8c7QH34NDc2qIT1tw7-K7NrpnNB9ujIjjixxC7gjIeqbN5e9Yj7Xqz_-jzOGGGF7y705y6lDiqYGnWlPC3NpUJPZ4ebuAT4NIS4ZeI4nrylb8l1tIVgPgFYCsobWveU-I0U_WYLk8gW-jLQBBQ0ku41az4LMNRXMwJlP1mf5fZhQ&__tn__=-R,2020-03-17 01:47:27,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90054750_3126050857425798_6719928452914348032_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeEL7IB8EKmFdiK1GHJsHfHmUYRZyfkd_xVRhFnJ-R3_FTViclwUic8czp2R8lKJTJHNmmreOJnv5CwIjcVcDCyG&_nc_ohc=nyv0_xY9uiIAX8QiJMq&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=0f5edafebad8b16c450479d2d70c1d93&oe=5EB11841,"{'Total': '167', 'Like': '139', 'Love': '28'}","{'Cardi Probinsyano': {'text': 'How about those are in abroad? How to apply?', 'post_date': '1584469834'}, 'Nick Pilapil': {'text': 'Hi! What terms and conditions apply to the application of claims for illnesses arising from COVID-19? Thanks', 'post_date': '1584495569'}, 'Franklin Manuel': {'text': 'Please send me some details how we can claim if we are working abroad. Thank you.', 'post_date': '1584585549'}, 'Mythor Ong': {'text': 'how to claim', 'post_date': '1584963848'}}",173
"No matter how tough life can get, look out for those little blessings that come your way. And have faith that things will be better one day.#ManulifeWeekends",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3121221807908703/?type=3&__xts__%5B0%5D=68.ARAp-xurhqgMS_byNp66Y66uaGqB-dlWARO2gkGbNrfB2z3ker5tyW4SsCr1CSlEbEXAZGX9R6tfNy3LUfYRgJH_nwDwbOdq0RpwOBKbkUF9Rr6rzBLPrdepnL9aSFJipeIHAHO5kBkT4tFuFiDg-XZ4Ah5Vy_K0Kd2aKBVKBIALXBi3VMQVpAmYkIIU4Zit0cF4vUngJz1_uNADRkdLTfR3LyTkHrvFs3hap0wc2PAa8_Gu1Ngr-FjA_5_VZFlq1ArVA06Bf3wj2ARSAaG_NFS8QCgBz478lUxBFIUVGAP-O9bBw0BS252nx25RZWudZOZIRyx7qgCggo3r8g45OG5cAA&__tn__=-R,2020-03-14 23:00:27,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90129515_3121221811242036_500617243378319360_o.jpg?_nc_cat=102&_nc_sid=da1649&_nc_eui2=AeHK73u_EOOZmv47Y6w4VCaXAtSQdRC4ERcC1JB1ELgRFxBT-20CGlo3sSsKeWQviP5qP9i2u6O-5ZVaznEEBXKN&_nc_ohc=dC1X4tQM0zcAX-gh8cP&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=e99eeb82057e7c137a80fd4892a59491&oe=5EAFB7ED,"{'Total': '520', 'Like': '393', 'Love': '125', 'Haha': '2'}","{'Charina Ronquillo': {'text': 'Q', 'post_date': '1584240423'}, 'Alih Melgar II': {'text': 'Pwede ba paliitin ang binabayaran ko sa manulife???', 'post_date': '1584414959'}}",589
